Project,Event,Year,PCG,Collection,Station_Type,Date,Start_Time_GMT,Samp_Dur,Start_Latitude,Start_Longitude,Start_Depth,LastOfTemp,No Readable Frames,Turbidity,Biotic_Density,Biotic_Type,Biotic_Height,Substrate,Size,Relief,Current_Direction,Current_Magnitude,MeanCount,SumCount,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
P05,2013-51,2013,P05130333324,130333,Recon,7/17/2013,21:11,94,33.46942139,-77.08824158,40,25.85770035,41,0,32.5,Algae,High,7.5,Continuous,Low,Sideways,Strong,0.024390244,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2014-285,2014,P05140504324,140504,Recon,9/13/2014,20:12,104,33.63816833,-76.9458313,38,27.91300011,41,0,32.5,Algae,High,27.5,Coarse,Low,Towards,Strong,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2012-57,2012,P05120379324,120379,Random,8/1/2012,14:56,98,32.48816681,-78.8833313,44,20.05590057,41,0,5,Other,High,7.5,Continuous,Moderate,Sideways,Strong,0.024390244,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2011-54,2011,P05110212324,110212,Random,5/26/2011,14:16,100,32.43426514,-78.96178436,48,18.54719925,41,0,45,Other,High,45,Continuous,Low,Away,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P05,2012-14,2012,P05120088324,120088,Random,5/9/2012,18:34,89,32.3368187,-79.20137024,42,22.16230011,41,0,12.5,Other,High,5,Continuous,Low,Away,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2011-109,2011,P05110545324,110545,Recon,9/22/2011,11:43,100,32.76236725,-78.62744904,31,27.07320023,41,1,2,Algae,Low,7.5,Continuous,Moderate,Away,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2011-111,2011,P05110557324,110557,Random,9/22/2011,17:50,91,32.60803223,-78.58171844,46,26.36420059,41,0,80,Other,High,15,Continuous,Moderate,Sideways,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T60,2013-1018,2013,T60133097324,133097,Random,5/9/2013,11:51,104,31.14346504,-79.91400146,50,20.55444118,41,1,20,Other,Low,2,Coarse,Low,Sideways,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2011-1073,2011,T60113459324,113459,Random,8/20/2011,11:58,93,31.23935127,-79.88335419,50,22.07189941,41,0,70,Other,Low,0,N/A,Low,Sideways,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P05,2011-74,2011,P05110326324,110326,Random,7/13/2011,11:51,93,32.76366806,-78.43049622,49,,41,0,70,Other,Low,57.5,Continuous,High,Sideways,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P05,2012-67,2012,P05120451324,120451,Random,8/9/2012,15:55,104,32.60273361,-78.56666565,49,21.30439949,41,0,75,Other,High,67.5,Continuous,Moderate,Sideways,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2012-65,2012,P05120437324,120437,Random,8/8/2012,18:51,103,32.25130844,-79.16666412,50,20.75810051,41,1,72.5,Algae,High,92.5,Continuous,High,Sideways,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2013-18,2013,P05130122324,130122,Random,5/22/2013,13:54,90,32.76250076,-78.62716675,31,20.98320007,41,0,20,Other,High,25,Continuous,Moderate,Sideways,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P05,2013-8,2013,P05130054324,130054,Random,5/15/2013,11:16,94,32.34391022,-79.05283356,48,22.32309914,41,0,70,Other,High,65,Continuous,Moderate,Towards,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2011-1034,2011,T60113234324,113234,NonRandom,6/30/2011,11:34,92,29.73911667,-80.46839142,34,17.97153282,41,0,17.5,Other,Low,16.5,Continuous,High,Away,Weak,0.024390244,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2014-1040,2014,T60143254324,143254,Random,5/31/2014,15:06,96,29.12573242,-80.4260025,30,24.1319875,41,0,52.5,Algae,Low,5,Coarse,Low,Away,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T60,2013-1173,2013,T60134366324,134366,Random2014,9/21/2013,16:16,100,31.48208237,-79.78431702,55,21.379875,41,0,27.5,Other,High,15,Coarse,Low,Away,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
T60,2013-1186,2013,T60134443324,134443,Random2014,9/25/2013,19:25,83,30.32374573,-80.35494232,42,26.6649,41,0,22.5,Algae,Low,1,Coarse,Low,Away,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2012-1019,2012,T60123122324,123122,Random,4/29/2012,17:42,94,29.73390579,-80.46880341,36,21.21043332,41,1,0,N/A,N/A,0,N/A,Low,Away,Weak,0.024390244,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2014-1047,2014,T60143299324,143299,Random,6/2/2014,18:31,86,29.09580231,-80.57196045,23,24.50358571,41,1,15,Algae,High,25,Continuous,Moderate,Away,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2011-1020,2011,T60113142324,113142,Random2012,5/27/2011,12:21,114,29.93343925,-80.29515076,58,16.62109947,41,0,43,Other,High,47.5,Continuous,Moderate,Away,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2014-230,2014,P05140117324,140117,Random,5/14/2014,14:08,91,32.28549957,-79.15350342,51,21.58399963,41,0,3.5,Other,Low,2.5,Continuous,Low,Sideways,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P05,2013-105,2013,P05130697324,130697,Random,10/4/2013,16:27,92,33.26325989,-77.82319641,31,26.86459923,41,0,7.5,Algae,High,10,Continuous,Moderate,Sideways,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
T60,2013-1082,2013,T60133514324,133514,Random2014,6/25/2013,11:48,78,28.19267845,-80.23123932,27,18.49716667,41,1,2,Unknown,Low,5,Coarse,Low,Sideways,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2014-222,2014,P05140063324,140063,Random,5/7/2014,12:30,96,32.74367142,-78.48166656,47,20.15999985,41,1,16,Other,High,13.5,Continuous,Moderate,Sideways,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T60,2014-1077,2014,T60143467324,143467,Random,6/18/2014,11:37,81,31.54759789,-79.70601654,69,18.83326667,41,0,20,Other,High,15,Continuous,Moderate,Sideways,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
T60,2013-1041,2013,T60133237324,133237,Random,5/30/2013,11:54,109,31.26838493,-80.42308807,35,22.68063333,41,0,30,Other,High,47.5,Continuous,Moderate,Sideways,Weak,0.024390244,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2013-89,2013,P05130594324,130594,Random,8/27/2013,21:47,108,32.44023895,-78.95600128,46,23.81240082,41,0,55,Other,High,80,Continuous,High,Sideways,Weak,0.024390244,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2014-287,2014,P05140514324,140514,Random,9/15/2014,14:14,91,33.25149918,-77.82150269,33,27.64299965,41,0,45,Algae,High,30,Continuous,Low,Sideways,Weak,0.024390244,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2011-1037,2011,T60113255324,113255,NonRandom,7/19/2011,15:55,98,29.85580635,-80.53352356,37,21.82869312,41,0,35,Other,Low,12.5,Continuous,Low,Sideways,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2012-1115,2012,T60128249324,128249,Random2013,8/14/2012,12:07,95,34.60860825,-75.79949188,61,18.09499931,41,0,3.5,Other,Low,2.5,Continuous,Low,Sideways,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2014-1071,2014,T60143436324,143436,Random,6/16/2014,11:51,101,31.14302254,-79.91300201,52,26.2701,41,0,40,Other,High,50,Continuous,High,Sideways,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2014-287,2014,P05140516324,140516,Random,9/15/2014,14:23,96,33.2641716,-77.82317352,32,27.64299965,41,0,20,Algae,High,22.5,Continuous,Moderate,Sideways,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2011-1035,2011,T60113244324,113244,Random,6/30/2011,14:31,93,29.72824097,-80.46074677,36,17.68280029,41,0,52.5,Other,Low,47.5,Continuous,Moderate,Sideways,Weak,0.024390244,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2012-1062,2012,T60123408324,123408,Random,7/13/2012,17:38,96,29.30099297,-80.38614655,30,20.98736,41,1,20,Unknown,Low,77.5,Continuous,High,Towards,Weak,0.024390244,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2013-1185,2013,T60134436324,134436,Random,9/25/2013,15:31,81,30.23232269,-80.46429443,40,26.65210476,41,0,22.5,Algae,High,5,Coarse,Low,Towards,Weak,0.024390244,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2014-1079,2014,T60143484324,143484,Random,6/18/2014,17:40,90,31.47044373,-79.793396,55,19.41205,41,1,17.5,Other,High,10,Coarse,Low,Towards,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2012-1033,2012,T60123215324,123215,Random,5/26/2012,11:44,87,29.09567833,-80.5841217,21,24.4817009,41,1,17.5,Other,High,0,N/A,Low,Towards,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T60,2011-1076,2011,T60113471324,113471,Random,8/20/2011,15:44,94,31.2924099,-79.86361694,52,22.16513106,41,0,0.5,Algae,Low,0,N/A,Low,Towards,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2014-289,2014,P05140532324,140532,Random,9/16/2014,11:57,97,32.84217072,-78.2634964,49,26.3409996,41,0,30,Algae,High,32.5,Continuous,High,Towards,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2012-30,2012,P05120236324,120236,Random,6/20/2012,20:06,94,33.74805832,-76.6333313,85,19.08270073,41,0,25,Other,High,65,Continuous,Low,Sideways,Weak,0.024390244,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2013-16,2013,P05130109324,130109,Recon,5/21/2013,21:10,97,32.83366013,-78.27149963,48,19.94269943,41,0,100,Algae,High,95,Continuous,Moderate,Sideways,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
T59,2014-35,2014,T59147013324,147013,Recon,4/23/2014,20:02,106,32.14014816,-79.29032135,50,21.15299988,41,1,50,Other,Low,90,Continuous,High,Towards,Weak,0.024390244,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2013-36,2013,P05130242324,130242,Random,6/24/2013,11:10,100,32.65879059,-78.56230927,48,,41,1,45,Algae,High,10,Continuous,Low,Towards,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P05,2013-39,2013,P05130264324,130264,Random,6/25/2013,11:37,110,33.75133133,-76.64266968,100,19.52029991,41,0,40,Other,Low,25,Coarse,Moderate,Towards,Weak,0.024390244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2012-58,2012,P05120390324,120390,Recon,8/1/2012,18:17,106,32.41766739,-78.96666718,49,19.90800095,41,1,40,Algae,High,22.5,Continuous,Moderate,Towards,Strong,0.048780488,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2012-16,2012,P05120100324,120100,Random,6/5/2012,13:39,90,32.74977112,-78.45014954,49,21.74150085,41,0,15,Unknown,Low,20,Continuous,High,Away,Weak,0.048780488,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2012-73,2012,P05120492324,120492,Random,8/15/2012,12:39,99,32.75999832,-78.48332977,41,18.56209946,41,0,30,Algae,High,2.5,Coarse,Low,Away,Weak,0.048780488,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2011-107,2011,P05110530324,110530,Recon,9/21/2011,14:43,94,32.79013443,-78.32453156,50,24.55109978,41,0,25,Algae,Low,21,Continuous,High,Sideways,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2011-92,2011,P05110433324,110433,Recon,8/10/2011,16:40,103,32.13461685,-79.29750061,46,20.39570045,41,0,30,Other,Low,5,Coarse,Low,Sideways,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
P05,2011-42,2011,P05110130324,110130,Random,5/18/2011,15:22,98,33.77971649,-76.8350296,39,,41,0,27,Algae,Low,0,N/A,Low,Sideways,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
P05,2012-33,2012,P05120221324,120221,Random,6/21/2012,18:06,93,32.70069504,-78.53333282,48,25.79610062,41,0,5,Unknown,Low,0,N/A,Low,Sideways,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
P05,2011-66,2011,P05110274324,110274,Recon,6/12/2011,11:03,90,33.48943329,-77.02899933,41,20.8560009,41,0,72.5,Algae,Low,12.5,Coarse,Moderate,Sideways,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
P05,2012-7,2012,P05120043324,120043,Random,5/3/2012,11:30,99,32.45149994,-78.93333435,50,,41,0,62.5,Other,High,85,Continuous,High,Sideways,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P05,2012-14,2012,P05120089324,120089,Random,5/9/2012,18:39,90,32.33316803,-79.20134735,42,22.16230011,41,0,10,Other,High,5,Continuous,Low,Sideways,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
P05,2011-54,2011,P05110213324,110213,Random,5/26/2011,14:22,101,32.43930054,-78.95646667,46,18.54719925,41,0,35,Other,High,55,Continuous,Low,Unknown,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
P05,2011-108,2011,P05110535324,110535,Recon,9/21/2011,19:24,87,32.76663208,-78.49485016,38,27.34009933,41,1,10,Algae,High,5,Coarse,Moderate,Unknown,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2013-1126,2013,T60133815324,133815,Random,8/14/2013,19:35,99,31.10611153,-79.92380524,56,17.37755714,41,0,32.5,Other,High,55,Continuous,High,Away,Weak,0.048780488,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2014-1175,2014,T60144121324,144121,Random,9/9/2014,18:04,84,31.28781319,-79.86416626,52,27.06313333,41,0,67.5,Other,High,80,Continuous,High,Away,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2014-289,2014,P05140533324,140533,Random,9/16/2014,12:02,97,32.84714127,-78.26209259,47,26.3409996,41,0,30,Algae,High,37.5,Continuous,High,Away,Weak,0.048780488,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2013-85,2013,P05130564324,130564,Random,8/22/2013,11:14,92,32.86215973,-78.25183105,49,24.09420013,41,0,47.5,Other,High,47.5,Continuous,High,Away,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2014-1040,2014,T60143252324,143252,Random,5/31/2014,14:56,88,29.11441422,-80.42538452,31,24.1319875,41,0,20,Other,High,18.5,Continuous,High,Away,Weak,0.048780488,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2011-1073,2011,T60113461324,113461,Random,8/20/2011,12:13,98,31.25085258,-79.88030243,48,22.07189941,41,0,45,Other,High,40,Continuous,High,Away,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2014-1025,2014,T60143159324,143159,Random,5/6/2014,21:35,91,29.7461071,-80.44329834,37,20.24176923,41,0,17.5,Other,Low,3,Coarse,Low,Away,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P05,2013-41,2013,P05130274324,130274,Random,6/25/2013,19:17,92,33.93933105,-76.50882721,41,25.48270035,41,0,27.5,Algae,High,5,Coarse,Low,Away,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
P05,2014-221,2014,P05140054324,140054,Random,5/6/2014,19:00,92,32.6958313,-78.54633331,46,20.15800095,41,0,45,Other,High,10,Coarse,Low,Away,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
P05,2014-216,2014,P05140022324,140022,Random,4/29/2014,11:46,92,32.33353043,-79.20912933,43,21.21500015,41,0,12.5,Other,Low,13.5,Coarse,Low,Away,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
P05,2013-13,2013,P05130090324,130090,Random,5/21/2013,11:18,102,32.69567871,-78.54611969,46,20.01180077,41,0,25,Algae,High,7.5,Continuous,Low,Away,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2013-1130,2013,T60133842324,133842,Random,8/16/2013,12:35,90,30.42202187,-80.21232605,52,18.77855,41,0,7.5,Unknown,Low,7.5,Continuous,Moderate,Away,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2014-1027,2014,T60143169324,143169,Random,5/7/2014,14:36,80,30.09473419,-80.27403259,54,19.804425,41,0,27.5,Other,High,60,Continuous,Moderate,Away,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
P05,2014-215,2014,P05140013324,140013,Random,4/28/2014,20:13,89,32.41799927,-78.98432922,45,20.37599945,41,0,25,Other,High,32.5,Continuous,Moderate,Away,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
T60,2012-1076,2012,T60123491324,123491,Random,7/17/2012,12:12,93,30.45589828,-80.20158386,55,14.9684,41,0,30,Other,High,20,Continuous,Moderate,Away,Weak,0.048780488,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
T60,2013-1126,2013,T60133812324,133812,Random,8/14/2013,19:20,85,31.1258812,-79.91893005,52,17.37755714,41,0,20,Algae,High,35,Continuous,Moderate,Away,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
T60,2012-1072,2012,T60123468324,123468,Random,7/16/2012,12:01,93,30.07126427,-80.27701569,54,14.0942502,41,0,10,Other,High,22.5,Continuous,Moderate,Sideways,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
T60,2014-1015,2014,T60143096324,143096,Random,5/4/2014,15:00,112,30.45933914,-80.20014954,56,20.22757857,41,0,7.5,Other,High,10,Continuous,High,Sideways,Weak,0.048780488,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T60,2014-1179,2014,T60144145324,144145,Random,9/10/2014,22:12,86,30.21508408,-81.00406647,28,28.23005,41,1,37.5,Other,High,45,Continuous,Low,Sideways,Weak,0.048780488,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
